Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://theprofitplatform.com.au,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",94,0.009096514821492575,n/a,1,200,0.043,0,1,1,0,0,Self-canonical,0,29,29,5,0,2,0,8,59,25,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",95,0.039234829173686,n/a,0,200,0.09,0,1,1,0,0,Self-canonical,1,148,28,5,0,2,0,8,59,26,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/[SEO](/blog/website-speed-optimization-how-sydney-businesses-can-improve-core-web-vitals/),"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",15,0.0020343231205040765,n/a,3,200,0.041,0,1,1,0,0,Canonical to other page,0,2,29,5,0,2,1,8,59,26,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/about,,-,0.040052139640168634,n/a,1,308,0.024,0,0,0,0,0,-,0,149,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/about/,About Us | The Profit Platform,97,0.05718899877814463,n/a,1,200,0.044,0,1,1,0,0,Self-canonical,1,1,19,6,0,2,0,8,59,14,"founded in 2024, the profit platform delivers fresh digital marketing strategies to sydney businesses. meet our team and discover our values.",Google-Extended
https://theprofitplatform.com.au/blog,,-,0.040052139640168634,n/a,1,308,0.016,0,0,0,0,0,-,1,149,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/,Blog | The Profit Platform,100,0.05950046743761783,n/a,1,200,0.089,0,1,1,0,0,Self-canonical,1,69,54,5,0,2,0,9,65,48,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/15-free-digital-marketing-tools-sydney-business,,-,0.00511868057321686,n/a,2,308,0.01,0,0,0,0,0,-,0,70,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/15-free-digital-marketing-tools-sydney-business/,15 Free Digital Marketing Tools Every Sydney Business Needs in 2025,77,0.007329885742246459,n/a,2,200,0.064,1,1,1,0,0,Self-canonical,1,1,39,21,0,2,0,8,61,35,"save thousands on marketing tools. this curated list of free tools covers seo, social media, design, analytics, and more for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/15-free-seo-tools-every-sydney-small-business-should-use-in-2025,,-,0.004998311097139736,n/a,2,308,0.014,0,0,0,0,0,-,0,69,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/15-free-seo-tools-every-sydney-small-business-should-use-in-2025/,15 Free SEO Tools Every Sydney Small Business Should Use in 2025 | The Profit Platform,75,0.00719669038519133,n/a,2,200,0.062,1,1,1,0,0,Self-canonical,1,1,40,11,0,2,0,8,61,31,discover 15 powerful free seo tools that sydney small businesses use to dominate google's first page and boost revenue by $50k+. get local seo strategies now!,Google-Extended
https://theprofitplatform.com.au/blog/2025-10-04-7-google-ads-mistakes-costing-[Sydney](/blog/2025-10-04-7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month-TEST/)-businesses-thousands-every-month-TEST/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",10,0.001950324941387492,n/a,3,200,0.045,0,1,1,0,0,Canonical to other page,0,1,29,5,0,2,1,8,59,28,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/2025-10-04-7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month-TEST/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",20,0.0021296386855020077,n/a,3,200,0.048,0,1,1,0,0,Canonical to other page,0,3,29,5,0,2,1,8,59,26,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-[Sydney](/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-sydney-local-search-in-2025/)-local-search-in-2025/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",6,0.0019483762417724295,n/a,3,200,0.043,0,1,1,0,0,Canonical to other page,0,1,29,5,0,2,1,8,59,28,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/2025-10-04-how-to-optimise-your-google-business-profile-for-sydney-local-search-in-2025/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",22,0.0024920320620451116,n/a,3,200,0.045,0,1,1,0,0,Canonical to other page,0,7,29,5,0,2,1,8,59,26,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/2025-10-05-local-seo-checklist-47-steps-to-dominate-sydney-suburb-search-results/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",16,0.002034725900974208,n/a,3,200,0.042,0,1,1,0,0,Canonical to other page,0,2,29,5,0,2,1,8,59,26,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month,,-,0.005809108233478698,n/a,2,308,0.011,0,0,0,0,0,-,0,77,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/7-google-ads-mistakes-costing-sydney-businesses-thousands-every-month/,7 Google Ads Mistakes Costing Sydney Businesses Thousands Every Month | The Profit Platform,89,0.008282823783217708,n/a,2,200,0.061,1,1,1,0,0,Self-canonical,1,3,37,10,0,2,0,8,61,31,discover the 7 costly google ads mistakes sydney businesses make that waste thousands monthly. learn how to fix these profit-killers and boost roi.,Google-Extended
"https://theprofitplatform.com.au/blog/?tag=""Case Study"", ""Local SEO"", ""Google Ads"", ""Parramatta"", ""Results""",Blog | The Profit Platform,48,0.003857846344912323,n/a,3,200,0.045,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=2025,Blog | The Profit Platform,57,0.0039394517852863395,n/a,3,200,0.037,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Ad Extensions,Blog | The Profit Platform,35,0.003818167701106523,n/a,3,200,0.037,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Analytics,Blog | The Profit Platform,54,0.003926899368666423,n/a,3,200,0.039,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Authority,Blog | The Profit Platform,38,0.00382018529666387,n/a,3,200,0.053,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Automation,Blog | The Profit Platform,37,0.0038183183054913343,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=B2B,Blog | The Profit Platform,42,0.003822902223060981,n/a,3,200,0.047,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Backlinks,Blog | The Profit Platform,38,0.00382018529666387,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Bidding Strategies,Blog | The Profit Platform,37,0.0038183183054913343,n/a,3,200,0.032,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=CMS,Blog | The Profit Platform,41,0.003822654099015679,n/a,3,200,0.031,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=CRO,Blog | The Profit Platform,28,0.003812144049173035,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=CTR,Blog | The Profit Platform,35,0.003818167701106523,n/a,3,200,0.032,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Checklist,Blog | The Profit Platform,43,0.003827655800258471,n/a,3,200,0.044,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Citations,Blog | The Profit Platform,33,0.0038161726419480954,n/a,3,200,0.051,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Content Strategy,Blog | The Profit Platform,42,0.003822902223060981,n/a,3,200,0.041,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Conversion,Blog | The Profit Platform,25,0.0037974535772432876,n/a,3,200,0.032,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Conversions,Blog | The Profit Platform,53,0.003908788311266419,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Cost Optimization,Blog | The Profit Platform,46,0.003839964698681091,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Cost Reduction,Blog | The Profit Platform,34,0.0038163826933467412,n/a,3,200,0.04,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Directory Listings,Blog | The Profit Platform,33,0.0038161726419480954,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Engagement,Blog | The Profit Platform,33,0.0038161726419480954,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Free Resources,Blog | The Profit Platform,24,0.0037972204272084032,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Free Tools,Blog | The Profit Platform,27,0.0038084314244587634,n/a,3,200,0.048,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Funnels,Blog | The Profit Platform,25,0.0037974535772432876,n/a,3,200,0.041,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=GA4,Blog | The Profit Platform,37,0.0038183183054913343,n/a,3,200,0.044,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Google Ads,Blog | The Profit Platform,62,0.00408414098584226,n/a,3,200,0.04,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Google Analytics,Blog | The Profit Platform,37,0.0038183183054913343,n/a,3,200,0.041,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Google Business Profile,Blog | The Profit Platform,63,0.004085784453846284,n/a,3,200,0.035,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Google Ranking,Blog | The Profit Platform,49,0.003859703477037044,n/a,3,200,0.032,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Google Search Console,Blog | The Profit Platform,30,0.003815918438560382,n/a,3,200,0.035,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Growth Strategy,Blog | The Profit Platform,44,0.003839585920226595,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Lead Generation,Blog | The Profit Platform,25,0.0037974535772432876,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Link Building,Blog | The Profit Platform,38,0.00382018529666387,n/a,3,200,0.032,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Local SEO,Blog | The Profit Platform,70,0.004539987229112181,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Local Search,Blog | The Profit Platform,51,0.003864970129589808,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Marketing,Blog | The Profit Platform,42,0.003822902223060981,n/a,3,200,0.039,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Marketing Budget,Blog | The Profit Platform,47,0.0038506674760142366,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Marketing Tools,Blog | The Profit Platform,24,0.0037972204272084032,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Mobile Design,Blog | The Profit Platform,32,0.003816080225262143,n/a,3,200,0.046,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Multi-Location,Blog | The Profit Platform,44,0.003839585920226595,n/a,3,200,0.042,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=NAP,Blog | The Profit Platform,33,0.0038161726419480954,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Optimization,Blog | The Profit Platform,58,0.004018021611377022,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=PPC,Blog | The Profit Platform,65,0.004174701824415861,n/a,3,200,0.045,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=PPC Optimization,Blog | The Profit Platform,34,0.0038163826933467412,n/a,3,200,0.035,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Posts,Blog | The Profit Platform,33,0.0038161726419480954,n/a,3,200,0.047,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Productivity,Blog | The Profit Platform,24,0.0037972204272084032,n/a,3,200,0.039,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Professional Services,Blog | The Profit Platform,25,0.0037974535772432876,n/a,3,200,0.037,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Quality Score,Blog | The Profit Platform,34,0.0038163826933467412,n/a,3,200,0.043,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=ROI,Blog | The Profit Platform,56,0.003929299235597375,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Rankings,Blog | The Profit Platform,43,0.003827655800258471,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Remarketing,Blog | The Profit Platform,29,0.003814116381052492,n/a,3,200,0.035,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Resources,Blog | The Profit Platform,27,0.0038084314244587634,n/a,3,200,0.038,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Responsive Design,Blog | The Profit Platform,32,0.003816080225262143,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Retargeting,Blog | The Profit Platform,29,0.003814116381052492,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Rich Results,Blog | The Profit Platform,39,0.0038205593318587174,n/a,3,200,0.03,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=SEO,Blog | The Profit Platform,68,0.004299402098156542,n/a,3,200,0.063,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=SEO Tools,Blog | The Profit Platform,52,0.003906877744060038,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Schema Markup,Blog | The Profit Platform,39,0.0038205593318587174,n/a,3,200,0.034,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Service Business,Blog | The Profit Platform,28,0.003812144049173035,n/a,3,200,0.042,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Setup,Blog | The Profit Platform,37,0.0038183183054913343,n/a,3,200,0.031,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Small Business,Blog | The Profit Platform,27,0.0038084314244587634,n/a,3,200,0.035,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Structured Data,Blog | The Profit Platform,39,0.0038205593318587174,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Sydney,Blog | The Profit Platform,66,0.004203076494713028,n/a,3,200,0.037,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Sydney Business,Blog | The Profit Platform,61,0.004072647142341468,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=Tracking,Blog | The Profit Platform,59,0.00402774555519865,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=User Experience,Blog | The Profit Platform,32,0.003816080225262143,n/a,3,200,0.05,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=WordPress,Blog | The Profit Platform,41,0.003822654099015679,n/a,3,200,0.033,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/?tag=eCommerce,Blog | The Profit Platform,29,0.003814116381052492,n/a,3,200,0.044,0,1,1,0,0,Canonical to other page,0,1,54,5,0,2,1,9,65,50,"digital marketing tips, strategies, and insights for sydney businesses.",Google-Extended
https://theprofitplatform.com.au/blog/complete-guide-to-multi-location-seo-for-sydney-business-owners,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",14,0.001969721061304856,n/a,3,200,0.036,0,1,1,0,0,Canonical to other page,0,1,29,5,0,2,1,8,59,27,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/complete-guide-to-multi-location-seo-for-sydney-business-owners/,"Digital Marketing Sydney | SEO, Google Ads & Web Design | The Profit Platform",4,0.001941345639239655,n/a,3,200,0.046,0,1,1,0,0,Canonical to other page,0,1,29,5,0,2,1,8,59,27,"leading digital marketing agency in sydney. 247% average revenue increase. 127+ 5-star reviews. expert seo, google ads & web design. free $997 audit - only 5 spots left.",Google-Extended
https://theprofitplatform.com.au/blog/content-marketing-strategy-for-sydney-b2b-companies-in-2025,,-,0.004998311097139736,n/a,2,308,0.011,0,0,0,0,0,-,0,69,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/content-marketing-strategy-for-sydney-b2b-companies-in-2025/,Content Marketing Strategy for Sydney B2B Companies in 2025 | The Profit Platform,75,0.00719669038519133,n/a,2,200,0.06,1,1,1,0,0,Self-canonical,1,1,37,7,0,2,0,8,61,31,stop wasting your content budget. learn the b2b content marketing strategy that helped a sydney firm increase leads from 3 to 47 per month. get started now.,Google-Extended
https://theprofitplatform.com.au/blog/conversion-rate-optimization-9-quick-wins-for-sydney-service-businesses,,-,0.004998311097139736,n/a,2,308,0.014,0,0,0,0,0,-,0,69,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/conversion-rate-optimization-9-quick-wins-for-sydney-service-businesses/,Conversion Rate Optimization: 9 Quick Wins for Sydney Service Businesses | The Profit Platform,75,0.00719669038519133,n/a,2,200,0.037,1,1,1,0,0,Self-canonical,1,1,39,10,0,2,0,8,61,31,boost your sydney service business revenue with proven conversion rate optimization strategies. 9 quick wins that increase enquiries by 300-400% instantly.,Google-Extended
https://theprofitplatform.com.au/blog/google-ads-bidding-strategies-which-one-is-right-for-your-sydney-business,,-,0.004998311097139736,n/a,2,308,0.022,0,0,0,0,0,-,0,69,1,0,0,-,-,0,0,0,-,Google-Extended
https://theprofitplatform.com.au/blog/google-ads-bidding-strategies-which-one-is-right-for-your-sydney-business/,Google Ads Bidding Strategies: Which One is Right for Your Sydney Business? | The Profit Platform,75,0.00719669038519133,n/a,2,200,0.064,1,1,1,0,0,Self-canonical,1,1,39,7,0,2,0,8,61,31,discover which google ads bidding strategies work best for sydney businesses. stop wasting budget and start generating more qualified leads today.,Google-Extended
https://theprofitplatform.com.au/blog/google-ads-extensions-complete-guide-to-maximising-click-through-rates,,-,0.005174177130787349,n/a,2,308,0.011,0,0,0,0,0,-,0,71,1,0,0,-,-,0,0,0,-,Google-Extended
